		PEN Distance(cancer genes)	PEN Distance(other genes)	PEN-diff	Distance(cancer genes)	Distance(other genes)	Distance-diff	ppr(cancer genes)	ppr(other genes)	ppr-diff
TP73	HLA-C	5.866761111111111	7.380222458369861	1.5134613472587501	2.6875	3.5317128165292946	0.8442128165292946	0.0011307102650735597	0.0004236887835016342	-0.0007070214815719255
TP73	DSCAM	8.74161111111111	9.667097721297388	0.9254866101862778	2.0	1.5515191545574636	-0.4484808454425364	0.0007844315547837167	0.00025043473691764145	-0.0005339968178660753
TP73	MAD1L1	7.0203500000000005	8.60477324715162	1.5844232471516193	3.3125	4.104359313077939	0.7918593130779392	0.0009409230030496226	0.00042447647067787815	-0.0005164465323717444
TP73	SMAD4	5.326616666666666	6.796581858019296	1.46996519135263	2.25	3.0259797446059005	0.7759797446059005	0.0014022772174722333	0.0004212211524917685	-0.0009810560649804647
TP73	SERPINA5	6.433488888888888	7.927189504820342	1.4937006159314539	2.6875	3.5004403346543373	0.8129403346543373	0.0010287937465262278	0.00042417563577033725	-0.0006046181107558906
TP73	ETS2	6.357805555555555	7.942849561787925	1.58504400623237	2.5625	3.346763540290621	0.7842635402906208	0.0016695288967386855	0.00042121778380705506	-0.0012483111129316304
TP73	NF2	6.424199999999999	7.921910582822095	1.497710582822096	2.5625	3.2688243064729194	0.7063243064729194	0.001097623815938028	0.0004231609373850954	-0.0006744628785529325
TP73	ERCC2	5.6805	7.2194150087642495	1.5389150087642491	2.5	3.4709379128137385	0.9709379128137385	0.0011114235292877077	0.00040794632884625737	-0.0007034772004414503
TP73	CDSN	8.74161111111111	9.667097721297388	0.9254866101862778	2.0	1.5515191545574636	-0.4484808454425364	0.0007844315547837167	0.00025043473691764145	-0.0005339968178660753
TP73	BARD1	6.584888888888887	8.25609923312884	1.6712103442399524	2.625	3.5396301188903565	0.9146301188903565	0.001223129885239122	0.0004231526925037864	-0.0007999771927353355
TP73	RNF8	6.958505555555554	8.639371165644182	1.6808656100886274	2.8125	3.8311316600616467	1.0186316600616467	0.0011435532268514166	0.000423047957747768	-0.0007205052691036486
TP73	GSR	8.74161111111111	9.667097721297388	0.9254866101862778	2.0	1.5515191545574636	-0.4484808454425364	0.0007844315547837167	0.00025043473691764145	-0.0005339968178660753
SOX10	EIF3A	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
SOX10	ACSS2	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
SOX10	ERCC1	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
SOX10	MAP3K1	9.091416666666667	9.61244726117468	0.5210305945080123	2.25	1.4200792602377807	-0.8299207397622193	0.00039846045217877224	0.0002602255792979776	-0.00013823487288079465
SOX10	HLA-C	9.63805	10.226024737073017	0.5879747370730168	3.375	1.980193661971831	-1.394806338028169	0.00034627871028984305	0.0002608964655147552	-8.538224477508784e-05
SOX10	DSCAM	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
SOX10	MAD1L1	10.79163888888889	11.450575525854775	0.6589366369658851	4.625	2.5528401585204756	-2.0721598414795244	0.0001564914482659059	0.00026168415269099915	0.00010519270442509325
SOX10	SMAD4	9.097905555555556	9.642384136722452	0.5444785811668957	2.5	1.4744605900484369	-1.0255394099515631	0.0006178456626885167	0.00025842883450488956	-0.00035941682818362714
SOX10	SERPINA5	10.204777777777778	10.772991783523498	0.5682140057457197	3.375	1.9489211800968735	-1.4260788199031265	0.0002443621917425111	0.0002613833177834583	1.7021126040947195e-05
SOX10	ETS2	10.129094444444444	10.788651840491081	0.6595573960466368	3.125	1.7952443857331573	-1.3297556142668427	0.0008850973419549687	0.00025842546582017606	-0.0006266718761347926
SOX10	NF2	10.195488888888889	10.76771286152525	0.5722239726363618	3.125	1.7173051519154559	-1.4076948480845441	0.0003131922611543111	0.0002603686193982164	-5.282364175609468e-05
SOX10	ERCC2	9.451788888888888	10.065217287467405	0.6134283985785167	3.0	1.9194187582562747	-1.0805812417437253	0.00032699197450399107	0.00024515401085937837	-8.18379636446127e-05
SOX10	CDSN	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
SOX10	BARD1	10.356177777777777	11.101901511831997	0.74572373405422	3.25	1.988110964332893	-1.261889035667107	0.00043869833045540523	0.0002603603745169074	-0.00017833795593849783
SOX10	RNF8	10.729794444444444	11.485173444347337	0.7553789999028933	3.625	2.279612505504183	-1.3453874944958168	0.00035912167206769995	0.000260255639760889	-9.886603230681095e-05
SOX10	GSR	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
EIF3A	ACSS2	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
EIF3A	ERCC1	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
EIF3A	MAP3K1	9.091416666666667	9.61244726117468	0.5210305945080123	2.25	1.4200792602377807	-0.8299207397622193	0.00039846045217877224	0.0002602255792979776	-0.00013823487288079465
EIF3A	HLA-C	9.63805	10.226024737073017	0.5879747370730168	3.375	1.980193661971831	-1.394806338028169	0.00034627871028984305	0.0002608964655147552	-8.538224477508784e-05
EIF3A	DSCAM	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
EIF3A	MAD1L1	10.79163888888889	11.450575525854775	0.6589366369658851	4.625	2.5528401585204756	-2.0721598414795244	0.0001564914482659059	0.00026168415269099915	0.00010519270442509325
EIF3A	SMAD4	9.097905555555556	9.642384136722452	0.5444785811668957	2.5	1.4744605900484369	-1.0255394099515631	0.0006178456626885167	0.00025842883450488956	-0.00035941682818362714
EIF3A	SERPINA5	10.204777777777778	10.772991783523498	0.5682140057457197	3.375	1.9489211800968735	-1.4260788199031265	0.0002443621917425111	0.0002613833177834583	1.7021126040947195e-05
EIF3A	ETS2	10.129094444444444	10.788651840491081	0.6595573960466368	3.125	1.7952443857331573	-1.3297556142668427	0.0008850973419549687	0.00025842546582017606	-0.0006266718761347926
EIF3A	NF2	10.195488888888889	10.76771286152525	0.5722239726363618	3.125	1.7173051519154559	-1.4076948480845441	0.0003131922611543111	0.0002603686193982164	-5.282364175609468e-05
EIF3A	ERCC2	9.451788888888888	10.065217287467405	0.6134283985785167	3.0	1.9194187582562747	-1.0805812417437253	0.00032699197450399107	0.00024515401085937837	-8.18379636446127e-05
EIF3A	CDSN	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
EIF3A	BARD1	10.356177777777777	11.101901511831997	0.74572373405422	3.25	1.988110964332893	-1.261889035667107	0.00043869833045540523	0.0002603603745169074	-0.00017833795593849783
EIF3A	RNF8	10.729794444444444	11.485173444347337	0.7553789999028933	3.625	2.279612505504183	-1.3453874944958168	0.00035912167206769995	0.000260255639760889	-9.886603230681095e-05
EIF3A	GSR	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ACSS2	ERCC1	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
ACSS2	MAP3K1	7.3840055555555555	8.599085801928124	1.215080246372569	3.25	3.988331131660062	0.738331131660062	0.0007031738773527055	0.00043371033424926305	-0.0002694635431034425
ACSS2	HLA-C	7.930638888888888	9.212663277826461	1.2820243889375735	3.8125	4.548445533394112	0.7359455333941121	0.0006509921354637765	0.0004343812204660407	-0.00021661091499773578
ACSS2	DSCAM	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
ACSS2	MAD1L1	9.084227777777777	10.43721406660822	1.3529862888304436	4.4375	5.121092029942757	0.6835920299427567	0.0004612048734398392	0.0004351689076422846	-2.6035965797554606e-05
ACSS2	SMAD4	7.390494444444443	8.629022677475897	1.2385282330314533	3.375	4.0427124614707175	0.6677124614707175	0.00092255908786245	0.000431913589456175	-0.0004906454984062751
ACSS2	SERPINA5	8.497366666666666	9.759630324276943	1.2622636576102764	3.8125	4.517173051519155	0.7046730515191548	0.0005490756169164445	0.0004348680727347437	-0.00011420754418170074
ACSS2	ETS2	8.421683333333332	9.775290381244526	1.3536070479111935	3.6875	4.363496257155438	0.6759962571554379	0.001189810767128902	0.0004319102207714615	-0.0007579005463574405
ACSS2	NF2	8.488077777777777	9.754351402278695	1.2662736245009185	3.6875	4.285557023337737	0.5980570233377369	0.0006179056863282444	0.00043385337434950186	-0.00018405231197874257
ACSS2	ERCC2	7.744377777777777	9.05185582822085	1.3074780504430725	3.625	4.487670629678556	0.862670629678556	0.0006317053996779244	0.00041863876581066384	-0.00021306663386726058
ACSS2	CDSN	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
ACSS2	BARD1	8.648766666666665	10.08854005258544	1.439773385918775	3.75	4.5563628357551735	0.8063628357551735	0.0007434117556293386	0.00043384512946819287	-0.00030956662616114577
ACSS2	RNF8	9.022383333333332	10.471811985100782	1.44942865176745	3.9375	4.847864376926465	0.9103643769264647	0.0006638350972416334	0.00043374039471217446	-0.0002300947025294589
ACSS2	GSR	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
ERCC1	MAP3K1	9.091416666666667	9.61244726117468	0.5210305945080123	2.25	1.4200792602377807	-0.8299207397622193	0.00039846045217877224	0.0002602255792979776	-0.00013823487288079465
ERCC1	HLA-C	9.63805	10.226024737073017	0.5879747370730168	3.375	1.980193661971831	-1.394806338028169	0.00034627871028984305	0.0002608964655147552	-8.538224477508784e-05
ERCC1	DSCAM	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	MAD1L1	10.79163888888889	11.450575525854775	0.6589366369658851	4.625	2.5528401585204756	-2.0721598414795244	0.0001564914482659059	0.00026168415269099915	0.00010519270442509325
ERCC1	SMAD4	9.097905555555556	9.642384136722452	0.5444785811668957	2.5	1.4744605900484369	-1.0255394099515631	0.0006178456626885167	0.00025842883450488956	-0.00035941682818362714
ERCC1	SERPINA5	10.204777777777778	10.772991783523498	0.5682140057457197	3.375	1.9489211800968735	-1.4260788199031265	0.0002443621917425111	0.0002613833177834583	1.7021126040947195e-05
ERCC1	ETS2	10.129094444444444	10.788651840491081	0.6595573960466368	3.125	1.7952443857331573	-1.3297556142668427	0.0008850973419549687	0.00025842546582017606	-0.0006266718761347926
ERCC1	NF2	10.195488888888889	10.76771286152525	0.5722239726363618	3.125	1.7173051519154559	-1.4076948480845441	0.0003131922611543111	0.0002603686193982164	-5.282364175609468e-05
ERCC1	ERCC2	9.451788888888888	10.065217287467405	0.6134283985785167	3.0	1.9194187582562747	-1.0805812417437253	0.00032699197450399107	0.00024515401085937837	-8.18379636446127e-05
ERCC1	CDSN	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	BARD1	10.356177777777777	11.101901511831997	0.74572373405422	3.25	1.988110964332893	-1.261889035667107	0.00043869833045540523	0.0002603603745169074	-0.00017833795593849783
ERCC1	RNF8	10.729794444444444	11.485173444347337	0.7553789999028933	3.625	2.279612505504183	-1.3453874944958168	0.00035912167206769995	0.000260255639760889	-9.886603230681095e-05
ERCC1	GSR	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
MAP3K1	HLA-C	6.216566666666667	7.3255719982471525	1.1090053315804855	2.8125	3.400272922209612	0.587772922209612	0.0007447391624686153	0.00043347962588197034	-0.00031125953658664495
MAP3K1	DSCAM	9.091416666666667	9.61244726117468	0.5210305945080123	2.25	1.4200792602377807	-0.8299207397622193	0.00039846045217877224	0.0002602255792979776	-0.00013823487288079465
MAP3K1	MAD1L1	7.370155555555556	8.550122787028911	1.1799672314733556	3.4375	3.9729194187582566	0.5354194187582566	0.0005549519004446782	0.0004342673130582143	-0.00012068458738646388
MAP3K1	SMAD4	5.676422222222222	6.741931397896588	1.0655091756743662	2.375	2.8945398502862174	0.5195398502862174	0.0010163061148672889	0.00043101199487210464	-0.0005852941199951842
MAP3K1	SERPINA5	6.783294444444445	7.872539044697634	1.0892446002531884	2.8125	3.3690004403346543	0.5565004403346543	0.0006428226439212834	0.0004339664781506734	-0.00020885616577061001
MAP3K1	ETS2	6.707611111111111	7.888199101665217	1.1805879905541055	2.6875	3.215323645970938	0.5278236459709378	0.001283557794133741	0.0004310086261873912	-0.0008525491679463498
MAP3K1	NF2	6.774005555555556	7.867260122699387	1.0932545671438305	2.6875	3.137384412153237	0.4498844121532368	0.0007116527133330833	0.00043295177976543153	-0.00027870093356765173
MAP3K1	ERCC2	6.030305555555556	7.164764548641541	1.1344589930859854	2.625	3.3394980184940555	0.7144980184940555	0.0007254524266827633	0.0004177371712265935	-0.00030771525545616974
MAP3K1	CDSN	9.091416666666667	9.61244726117468	0.5210305945080123	2.25	1.4200792602377807	-0.8299207397622193	0.00039846045217877224	0.0002602255792979776	-0.00013823487288079465
MAP3K1	BARD1	6.934694444444444	8.201448773006131	1.266754328561687	2.75	3.4081902245706734	0.6581902245706734	0.0008371587826341775	0.00043294353488412254	-0.00040421524775005493
MAP3K1	RNF8	7.308311111111111	8.584720705521473	1.276409594410362	2.9375	3.6996917657419637	0.7621917657419637	0.0007575821242464722	0.00043283880012810413	-0.00032474332411836805
MAP3K1	GSR	9.091416666666667	9.61244726117468	0.5210305945080123	2.25	1.4200792602377807	-0.8299207397622193	0.00039846045217877224	0.0002602255792979776	-0.00013823487288079465
HLA-C	DSCAM	9.63805	10.226024737073017	0.5879747370730168	3.375	1.980193661971831	-1.394806338028169	0.00034627871028984305	0.0002608964655147552	-8.538224477508784e-05
HLA-C	MAD1L1	7.91678888888889	9.163700262927248	1.2469113740383584	4.0	4.533033820492307	0.5330338204923066	0.000502770158555749	0.0004349381992749919	-6.783195928075706e-05
HLA-C	SMAD4	6.223055555555556	7.355508873794925	1.132453318239369	2.9375	3.454654252020268	0.5171542520202679	0.0009641243729783598	0.00043168288108888227	-0.0005324414918894775
HLA-C	SERPINA5	7.329927777777778	8.48611652059597	1.156188742818193	3.375	3.9291148420687048	0.5541148420687048	0.0005906409020323541	0.000434637364367451	-0.0001560035376649031
HLA-C	ETS2	7.254244444444445	8.501776577563554	1.2475321331191092	3.25	3.7754380477049883	0.5254380477049883	0.0012313760522448117	0.0004316795124041688	-0.0007996965398406429
HLA-C	NF2	7.3206388888888885	8.480837598597724	1.160198709708835	3.25	3.697498813887287	0.44749881388728685	0.0006594709714441542	0.00043362266598220915	-0.00022584830546194503
HLA-C	ERCC2	6.57693888888889	7.778342024539878	1.2014031356509882	3.1875	3.899612420228106	0.712112420228106	0.0006732706847938342	0.00041840805744337113	-0.00025486262735046304
HLA-C	CDSN	9.63805	10.226024737073017	0.5879747370730168	3.375	1.980193661971831	-1.394806338028169	0.00034627871028984305	0.0002608964655147552	-8.538224477508784e-05
HLA-C	BARD1	7.481327777777777	8.81502624890447	1.3336984711266933	3.3125	3.968304626304724	0.6558046263047239	0.0007849770407452483	0.00043361442110090016	-0.0003513626196443481
HLA-C	RNF8	7.854944444444444	9.19829818141981	1.3433537369753665	3.5	4.259806167476015	0.7598061674760146	0.000705400382357543	0.00043350968634488175	-0.00027189069601266124
HLA-C	GSR	9.63805	10.226024737073017	0.5879747370730168	3.375	1.980193661971831	-1.394806338028169	0.00034627871028984305	0.0002608964655147552	-8.538224477508784e-05
DSCAM	MAD1L1	10.79163888888889	11.450575525854775	0.6589366369658851	4.625	2.5528401585204756	-2.0721598414795244	0.0001564914482659059	0.00026168415269099915	0.00010519270442509325
DSCAM	SMAD4	9.097905555555556	9.642384136722452	0.5444785811668957	2.5	1.4744605900484369	-1.0255394099515631	0.0006178456626885167	0.00025842883450488956	-0.00035941682818362714
DSCAM	SERPINA5	10.204777777777778	10.772991783523498	0.5682140057457197	3.375	1.9489211800968735	-1.4260788199031265	0.0002443621917425111	0.0002613833177834583	1.7021126040947195e-05
DSCAM	ETS2	10.129094444444444	10.788651840491081	0.6595573960466368	3.125	1.7952443857331573	-1.3297556142668427	0.0008850973419549687	0.00025842546582017606	-0.0006266718761347926
DSCAM	NF2	10.195488888888889	10.76771286152525	0.5722239726363618	3.125	1.7173051519154559	-1.4076948480845441	0.0003131922611543111	0.0002603686193982164	-5.282364175609468e-05
DSCAM	ERCC2	9.451788888888888	10.065217287467405	0.6134283985785167	3.0	1.9194187582562747	-1.0805812417437253	0.00032699197450399107	0.00024515401085937837	-8.18379636446127e-05
DSCAM	CDSN	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
DSCAM	BARD1	10.356177777777777	11.101901511831997	0.74572373405422	3.25	1.988110964332893	-1.261889035667107	0.00043869833045540523	0.0002603603745169074	-0.00017833795593849783
DSCAM	RNF8	10.729794444444444	11.485173444347337	0.7553789999028933	3.625	2.279612505504183	-1.3453874944958168	0.00035912167206769995	0.000260255639760889	-9.886603230681095e-05
DSCAM	GSR	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
MAD1L1	SMAD4	7.376644444444445	8.580059662576684	1.203415218132239	3.5625	4.027300748568912	0.46480074856891207	0.0007743371109544226	0.00043247056826512626	-0.0003418665426892963
MAD1L1	SERPINA5	8.483516666666667	9.71066730937773	1.227150642711063	4.0	4.501761338617349	0.5017613386173494	0.000400853640008417	0.000435425051543695	3.457141153527803e-05
MAD1L1	ETS2	8.407833333333334	9.726327366345313	1.3184940330119783	3.875	4.3480845442536324	0.47308454425363244	0.0010415887902208746	0.0004324671995804127	-0.0006091215906404619
MAD1L1	NF2	8.474227777777777	9.705388387379482	1.2311606096017051	3.875	4.2701453104359315	0.3951453104359315	0.00046968370942021694	0.0004344103531584531	-3.527335626176385e-05
MAD1L1	ERCC2	7.7305277777777786	9.002892813321637	1.2723650355438583	3.8125	4.472258916776751	0.6597589167767506	0.00048348342276989694	0.000419195744619615	-6.428767815028192e-05
MAD1L1	CDSN	10.79163888888889	11.450575525854775	0.6589366369658851	4.625	2.5528401585204756	-2.0721598414795244	0.0001564914482659059	0.00026168415269099915	0.00010519270442509325
MAD1L1	BARD1	8.634916666666665	10.039577037686229	1.4046603710195633	3.9375	4.540951122853368	0.6034511228533681	0.0005951897787213112	0.00043440210827714405	-0.0001607876704441671
MAD1L1	RNF8	9.008533333333332	10.422848970201569	1.4143156368682366	4.125	4.832452664024659	0.7074526640246592	0.0005156131203336059	0.00043429737352112564	-8.131574681248023e-05
MAD1L1	GSR	10.79163888888889	11.450575525854775	0.6589366369658851	4.625	2.5528401585204756	-2.0721598414795244	0.0001564914482659059	0.00026168415269099915	0.00010519270442509325
SMAD4	SERPINA5	6.789783333333333	7.902475920245406	1.1126925869120727	2.9375	3.42338177014531	0.4858817701453102	0.0008622078544310278	0.00043216973335758537	-0.00043003812107344244
SMAD4	ETS2	6.7141	7.918135977212989	1.204035977212989	2.8125	3.269704975781594	0.45720497578159414	0.0015029430046434853	0.0004292118813943031	-0.0010737311232491822
SMAD4	NF2	6.780494444444444	7.897196998247159	1.1167025538027149	2.8125	3.1917657419638927	0.37926574196389273	0.0009310379238428278	0.0004311550349723435	-0.0004998828888704843
SMAD4	ERCC2	6.036794444444444	7.194701424189313	1.157906979744869	2.75	3.3938793483047114	0.6438793483047114	0.0009448376371925078	0.00041594042643350543	-0.0005288972107590023
SMAD4	CDSN	9.097905555555556	9.642384136722452	0.5444785811668957	2.5	1.4744605900484369	-1.0255394099515631	0.0006178456626885167	0.00025842883450488956	-0.00035941682818362714
SMAD4	BARD1	6.941183333333332	8.231385648553903	1.2902023152205713	2.875	3.46257155438133	0.5875715543813298	0.001056543993143922	0.00043114679009103446	-0.0006253972030528875
